total_of_tweets,no_of_followers,no_of_followees,age_of_account,no_of_favorite,aver_favou_per_day,aver_tweets_per_day,user_name_len,is_post_at_hol,is_post_at_noon,is_post_at_eve,is_post_at_weekend,contain_location,contain_org,contain_tvshow,sentiment_level,contain_video,contain_picture,contain_upper,contain_number,contain_excl,con_user_mentioned,contain_url,contain_hashtag,opt_length,len_of_text,status_retweet
58041,706,3487,1300,0,0.0,1.0,9,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,325,1
20386,194,623,426,1,0.23076923076923078,1.0,15,0,0,0,0,1,1,0,2,0,0,1,1,0,1,1,0,1,93,0
268,202,238,771,0,0.0,1.0,10,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,111,0
3664,1348,1592,200,1,0.6666666666666666,1.0,12,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,171,0
20386,194,623,426,0,0.23076923076923078,1.0,15,0,0,0,0,1,0,0,2,0,0,1,1,0,1,1,0,1,88,0
91,93,12,482,0,0.0,1.0,9,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,149,0
3075,16,11,569,0,1.75,1.0,15,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,135,0
326,630,883,229,0,0.0,1.0,12,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,76,0
7270,491,849,202,0,0.0,1.0,12,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,292,0
376,11,4,191,0,0.0,1.0,8,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,93,0
550,997,1057,894,0,0.0,1.0,11,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,62,0
2793,312,1304,1677,0,0.0,1.0,12,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,254,1
24064,58,139,4187,0,0.1111111111111111,1.0,12,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,139,0
159,33,1,115,1,1.0,1.0,13,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,72,0
24027,58,139,4187,0,0.1111111111111111,1.0,12,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,1,0,166,0
1604,51,315,664,0,0.0,1.0,15,0,0,0,0,1,1,0,2,0,0,1,1,1,1,1,0,0,194,1
91,272,282,212,0,0.0,1.0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,72,0
6589,181,321,4006,0,0.42857142857142855,1.0,10,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,188,0
166,4,16,2672,0,0.0,1.0,15,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,112,0
470,58,171,4668,0,0.0,1.0,8,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,271,0
1570,25,187,170,0,0.0,1.0,11,0,0,0,0,0,1,0,2,0,0,1,1,0,1,1,1,0,194,0
722,1464,1490,217,0,0.0,1.0,10,0,0,0,0,1,1,0,2,0,0,1,0,0,1,0,0,1,76,0
6616,342,928,1563,0,0.0,1.0,10,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,155,0
142,74,73,152,0,0.0,1.0,7,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,72,0
16408,1643,2032,4552,0,0.5,1.0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,62,0
5897,339,948,1554,0,0.0,1.0,11,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,312,0
9618,125,246,3742,0,0.0,1.0,15,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,318,0
7685,291,1085,2134,0,0.0,1.0,12,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,180,0
1698,2074,2086,1134,0,0.0,1.0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,72,0
81,553,583,32,0,0.0,1.0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,69,0
372,139,196,726,0,0.0,1.0,14,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,71,0
312,185,23,275,0,0.0,1.0,10,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,135,0
540,52,109,296,1,1.0,1.0,12,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,96,0
312,185,23,275,0,0.0,1.0,10,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,116,0
540,52,109,296,1,1.0,1.0,12,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,94,0
594,451,223,260,0,0.0,1.0,9,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,78,0
399,4,14,269,0,0.0,1.0,10,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,79,0
537,21,93,269,0,0.0,1.0,10,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,79,0
579,6,12,272,0,0.0,1.0,11,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,79,0
564,3,22,271,0,0.0,1.0,10,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,79,0
624,7,12,272,0,0.0,1.0,11,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,79,0
636,3,19,272,0,0.0,1.0,14,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,79,0
535,52,109,296,1,1.0,1.0,12,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,90,0
45306,141,63,3973,0,0.0,1.0,12,0,0,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0,69,0
11282,4732,5048,1732,0,2.5,1.0,11,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,386,1
2557,141,132,553,0,0.0,1.0,14,0,0,0,0,1,0,0,2,0,0,1,1,1,1,0,0,0,61,0
2351,28,42,97,0,0.0,1.0,12,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,179,0
2297,22,75,99,0,0.0,1.0,11,0,0,0,0,1,1,0,2,0,0,1,1,1,0,1,0,0,179,0
2059,61,79,99,0,0.0,1.0,9,0,0,0,0,1,1,0,2,0,0,1,1,1,0,1,0,0,179,0
1758,18,33,104,0,0.0,1.0,10,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,179,0
2173,52,112,118,0,0.0,1.0,15,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,179,0
2351,27,42,97,0,0.0,1.0,12,0,0,0,0,0,1,0,2,0,0,1,1,0,0,1,0,0,201,0
2402,65,113,125,0,0.0,1.0,14,0,0,0,0,1,1,0,2,0,0,1,1,1,0,1,0,0,179,0
2297,22,75,99,0,0.0,1.0,11,0,0,0,0,1,1,0,2,0,0,1,1,0,0,1,0,0,201,0
2328,56,127,125,0,0.0,1.0,10,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,179,0
2059,61,79,99,0,0.0,1.0,9,0,0,0,0,1,1,0,2,0,0,1,1,0,0,1,0,0,201,0
2319,66,77,111,0,0.0,1.0,8,0,0,0,0,1,1,0,2,0,0,1,1,1,0,1,0,0,179,0
1758,18,33,104,0,0.0,1.0,10,0,0,0,0,0,1,0,2,0,0,1,1,0,0,1,0,0,201,0
2933,75,156,112,0,0.0,1.0,15,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,179,0
2173,52,112,118,0,0.0,1.0,15,0,0,0,0,0,1,0,2,0,0,1,1,0,0,1,0,0,201,0
2519,63,74,112,0,0.0,1.0,9,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,179,0
2402,64,112,125,0,0.0,1.0,14,0,0,0,0,1,1,0,2,0,0,1,1,0,0,1,0,0,201,0
2328,56,127,125,0,0.0,1.0,10,0,0,0,0,0,1,0,2,0,0,1,1,0,0,1,0,0,201,0
2319,66,77,111,0,0.0,1.0,8,0,0,0,0,1,1,0,2,0,0,1,1,0,0,1,0,0,201,0
2933,75,156,112,0,0.0,1.0,15,0,0,0,0,0,1,0,2,0,0,1,1,0,0,1,0,0,201,0
2519,63,74,112,0,0.0,1.0,9,0,0,0,0,0,1,0,2,0,0,1,1,0,0,1,0,0,201,0
2351,27,42,97,0,0.0,1.0,12,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,172,0
2297,22,75,99,0,0.0,1.0,11,0,0,0,0,1,1,0,2,0,0,1,1,1,0,1,0,0,172,0
2059,61,79,99,0,0.0,1.0,9,0,0,0,0,1,1,0,2,0,0,1,1,1,0,1,0,0,172,0
1758,18,33,104,0,0.0,1.0,10,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,172,0
1558,41,140,331,0,0.0,1.0,14,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,249,0
2173,52,112,118,0,0.0,1.0,15,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,172,0
2402,64,112,125,0,0.0,1.0,14,0,0,0,0,1,1,0,2,0,0,1,1,1,0,1,0,0,172,0
2328,56,127,125,0,0.0,1.0,10,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,172,0
2319,66,77,111,0,0.0,1.0,8,0,0,0,0,1,1,0,2,0,0,1,1,1,0,1,0,0,172,0
2933,75,156,112,0,0.0,1.0,15,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,172,0
2351,27,42,97,0,0.0,1.0,12,0,0,0,0,0,1,0,2,0,0,1,1,0,0,1,0,0,170,0
2519,63,74,112,0,0.0,1.0,9,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,172,0
2297,22,75,99,0,0.0,1.0,11,0,0,0,0,1,1,0,2,0,0,1,1,0,0,1,0,0,170,0
2059,61,79,99,0,0.0,1.0,9,0,0,0,0,1,1,0,2,0,0,1,1,0,0,1,0,0,170,0
1758,18,33,104,0,0.0,1.0,10,0,0,0,0,0,1,0,2,0,0,1,1,0,0,1,0,0,170,0
2173,52,112,118,0,0.0,1.0,15,0,0,0,0,0,1,0,2,0,0,1,1,0,0,1,0,0,170,0
2402,64,112,125,0,0.0,1.0,14,0,0,0,0,1,1,0,2,0,0,1,1,0,0,1,0,0,170,0
2328,56,127,125,0,0.0,1.0,10,0,0,0,0,0,1,0,2,0,0,1,1,0,0,1,0,0,170,0
17744,507,735,3525,0,0.0,1.0,13,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,194,0
2319,66,77,111,0,0.0,1.0,8,0,0,0,0,1,1,0,2,0,0,1,1,0,0,1,0,0,170,0
2933,75,156,112,0,0.0,1.0,15,0,0,0,0,0,1,0,2,0,0,1,1,0,0,1,0,0,170,0
2351,28,42,97,0,0.0,1.0,12,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,177,0
2519,63,74,112,0,0.0,1.0,9,0,0,0,0,0,1,0,2,0,0,1,1,0,0,1,0,0,170,0
2297,22,75,99,0,0.0,1.0,11,0,0,0,0,1,1,0,2,0,0,1,1,1,0,1,0,0,177,0
2059,61,79,99,0,0.0,1.0,9,0,0,0,0,1,1,0,2,0,0,1,1,1,0,1,0,0,177,0
1758,18,33,104,0,0.0,1.0,10,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,177,0
2173,52,112,118,0,0.0,1.0,15,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,177,0
2402,65,113,125,0,0.0,1.0,14,0,0,0,0,1,1,0,2,0,0,1,1,1,0,1,0,0,177,0
2328,56,127,125,0,0.0,1.0,10,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,177,0
2319,66,77,111,0,0.0,1.0,8,0,0,0,0,1,1,0,2,0,0,1,1,1,0,1,0,0,177,0
2933,75,156,112,0,0.0,1.0,15,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,177,0
2519,63,74,112,0,0.0,1.0,9,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,177,0
6412,207,1298,3403,0,0.0,1.0,10,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,137,0
1697,2891,2393,444,0,0.0,1.0,15,0,0,0,0,1,1,0,2,0,0,1,1,0,1,1,0,0,325,1
2351,28,42,97,0,0.0,1.0,12,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,165,0
2297,22,75,99,0,0.0,1.0,11,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,165,0
2059,61,79,99,0,0.0,1.0,9,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,165,0
1758,18,33,104,0,0.0,1.0,10,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,165,0
2173,52,112,118,0,0.0,1.0,15,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,165,0
2351,27,42,97,0,0.0,1.0,12,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,185,0
2402,64,112,125,0,0.0,1.0,14,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,165,0
2297,22,75,99,0,0.0,1.0,11,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,185,0
2328,56,127,125,0,0.0,1.0,10,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,165,0
2059,61,79,99,0,0.0,1.0,9,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,185,0
1758,18,33,104,0,0.0,1.0,10,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,185,0
2319,66,77,111,0,0.0,1.0,8,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,165,0
2933,75,156,112,0,0.0,1.0,15,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,165,0
2173,52,112,118,0,0.0,1.0,15,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,185,0
2351,27,42,97,0,0.0,1.0,12,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,172,0
2519,63,74,112,0,0.0,1.0,9,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,165,0
2402,64,112,125,0,0.0,1.0,14,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,185,0
2297,22,75,99,0,0.0,1.0,11,0,0,0,0,1,1,0,2,0,0,1,1,1,0,1,0,0,172,0
2328,56,127,125,0,0.0,1.0,10,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,185,0
2059,61,79,99,0,0.0,1.0,9,0,0,0,0,1,1,0,2,0,0,1,1,1,0,1,0,0,172,0
2319,66,77,111,0,0.0,1.0,8,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,185,0
1758,18,33,104,0,0.0,1.0,10,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,172,0
573,3,1,255,1,1.0810810810810811,1.0,9,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,82,0
2933,75,156,112,0,0.0,1.0,15,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,185,0
2173,52,112,118,0,0.0,1.0,15,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,172,0
573,3,1,255,1,1.0810810810810811,1.0,9,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,82,0
2519,63,74,112,0,0.0,1.0,9,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,185,0
2402,65,113,125,0,0.0,1.0,14,0,0,0,0,1,1,0,2,0,0,1,1,1,0,1,0,0,172,0
573,3,1,255,1,1.0810810810810811,1.0,9,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,82,0
2328,56,127,125,0,0.0,1.0,10,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,172,0
573,3,1,255,1,1.0810810810810811,1.0,9,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,82,0
573,3,1,255,1,1.0810810810810811,1.0,9,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,82,0
2319,66,77,111,0,0.0,1.0,8,0,0,0,0,1,1,0,2,0,0,1,1,1,0,1,0,0,172,0
2933,75,156,112,0,0.0,1.0,15,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,172,0
2351,28,42,97,0,0.0,1.0,12,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,181,0
2519,63,74,112,0,0.0,1.0,9,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,172,0
2297,22,75,99,0,0.0,1.0,11,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,181,0
2059,61,79,99,0,0.0,1.0,9,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,181,0
1758,18,33,104,0,0.0,1.0,10,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,181,0
2173,52,112,118,0,0.0,1.0,15,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,181,0
2402,65,113,125,0,0.0,1.0,14,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,181,0
2400,19,28,3230,0,0.0,1.0,13,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,228,0
2328,56,127,125,0,0.0,1.0,10,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,181,0
2319,66,77,111,0,0.0,1.0,8,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,181,0
2933,75,156,112,0,0.0,1.0,15,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,181,0
2351,28,42,97,0,0.0,1.0,12,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,172,0
2519,63,74,112,0,0.0,1.0,9,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,181,0
2297,22,75,99,0,0.0,1.0,11,0,0,0,0,1,1,0,2,0,0,1,1,1,0,1,0,0,172,0
2059,61,79,99,0,0.0,1.0,9,0,0,0,0,1,1,0,2,0,0,1,1,1,0,1,0,0,172,0
1758,18,33,104,0,0.0,1.0,10,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,172,0
2173,52,112,118,0,0.0,1.0,15,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,172,0
13089,630,435,4995,0,0.0,1.0,10,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,116,0
2402,65,113,125,0,0.0,1.0,14,0,0,0,0,1,1,0,2,0,0,1,1,1,0,1,0,0,172,0
2328,56,127,125,0,0.0,1.0,10,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,172,0
34,0,136,2771,0,0.0,1.0,11,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,97,1
2319,66,77,111,0,0.0,1.0,8,0,0,0,0,1,1,0,2,0,0,1,1,1,0,1,0,0,172,0
2933,75,156,112,0,0.0,1.0,15,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,172,0
2519,63,74,112,0,0.0,1.0,9,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,172,0
3238,37,143,950,0,0.0,1.0,10,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,109,0
359,11,73,329,11,5.5,1.0,14,0,0,0,0,1,1,0,2,0,0,1,1,0,1,1,0,1,99,0
558,1,1,27,0,0.0,1.0,12,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,277,0
4796,34,97,118,0,0.0,1.0,10,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,260,1
256,6,99,159,1,1.0,1.0,12,0,0,0,0,1,1,0,2,0,0,1,1,1,0,1,0,0,203,0
3825,1598,1718,4318,0,0.0,1.0,15,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,327,1
10176,473,1491,1848,0,0.0,1.0,8,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,112,0
44875,1060,1869,5041,2,2.0,1.0,9,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,64,0
490,5,7,71,0,0.0,1.0,15,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,105,0
3205,3,5,553,0,0.0,1.0,15,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,320,0
8455,313,1916,4567,0,0.5,1.0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,77,0
63875,511,935,2407,0,0.0,1.0,7,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,101,1
77693,1078,172,2400,0,0.0,1.0,14,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,304,1
774,5,37,393,1,1.0,1.0,11,0,0,0,0,0,1,0,2,0,0,1,1,0,0,1,1,1,89,0
20386,194,623,426,0,0.23076923076923078,1.0,15,0,0,0,0,1,1,0,2,0,0,1,1,0,1,1,0,1,76,0
1,11,10,335,0,0.0,1.0,7,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,290,1
2932,11,142,259,0,0.0,1.0,15,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,119,0
1394,79,106,141,0,0.0,1.0,15,0,0,0,0,1,1,0,2,0,0,1,1,1,0,0,1,0,193,0
1394,79,106,141,0,0.0,1.0,15,0,0,0,0,1,0,0,2,0,0,1,1,1,0,0,1,0,199,0
1394,79,106,141,0,0.0,1.0,15,0,0,0,0,1,1,0,2,0,0,1,1,1,0,0,1,0,192,0
441,6,31,336,0,0.0,1.0,12,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,112,0
1394,79,106,141,0,0.0,1.0,15,0,0,0,0,1,0,0,2,0,0,1,1,1,0,0,1,0,206,0
1549,21,41,303,0,0.0,1.0,15,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,289,1
1394,79,106,141,0,0.0,1.0,15,0,0,0,0,1,1,0,2,0,0,1,1,1,0,0,1,0,192,0
441,6,31,336,0,0.0,1.0,12,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,79,0
43387,710,274,3345,0,0.0,1.0,7,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,171,1
1394,79,106,141,0,0.0,1.0,15,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,193,0
1394,79,106,141,0,0.0,1.0,15,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,185,0
1549,21,41,303,0,0.0,1.0,15,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,69,1
1394,79,106,141,0,0.0,1.0,15,0,0,0,0,1,0,0,2,0,0,1,1,1,0,0,1,0,182,0
1549,21,41,303,0,0.0,1.0,15,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,211,0
1394,79,106,141,0,0.0,1.0,15,0,0,0,0,1,1,0,2,0,0,1,1,1,0,0,1,0,184,0
1102,14,70,588,2,2.0,1.0,15,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,153,0
1394,79,106,141,0,0.0,1.0,15,0,0,0,0,1,1,0,2,0,0,1,1,1,0,0,1,0,196,0
1549,21,41,303,0,0.0,1.0,15,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,68,1
1394,79,106,141,0,0.0,1.0,15,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,191,0
1549,21,41,303,0,0.0,1.0,15,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,302,0
1394,79,106,141,0,0.0,1.0,15,0,0,0,0,1,1,0,2,0,0,1,1,1,0,0,1,0,188,0
1394,79,106,141,0,0.0,1.0,15,0,0,0,0,1,1,0,2,0,0,1,1,1,0,0,1,0,196,0
43894,1440,1575,1322,0,0.0,1.0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,145,0
1549,21,41,303,0,0.0,1.0,15,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,57,1
1394,79,106,141,0,0.0,1.0,15,0,0,0,0,1,0,0,2,0,0,1,1,1,0,0,1,0,192,0
565,4,21,295,0,0.0,1.0,10,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,263,0
1549,21,41,303,0,0.0,1.0,15,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,298,0
1091,30,60,310,0,0.0,1.0,13,0,0,0,0,1,1,0,2,0,0,1,1,0,1,1,1,0,201,0
1394,79,106,141,0,0.0,1.0,15,0,0,0,0,1,0,0,2,0,0,1,1,1,0,0,1,0,188,0
1394,79,106,141,0,0.0,1.0,15,0,0,0,0,1,1,0,2,0,0,1,1,1,0,0,1,0,196,0
8699,157,327,3994,1,0.7777777777777778,1.0,9,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,241,0
1549,21,41,303,0,0.0,1.0,15,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,212,1
324,86,60,528,0,0.0,1.0,15,0,0,0,0,1,1,0,2,0,0,1,0,0,1,0,0,0,261,0
518,46,2351,1770,0,0.0,1.0,13,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,146,0
1394,79,106,141,0,0.0,1.0,15,0,0,0,0,1,0,0,2,0,0,1,1,1,0,0,1,0,188,0
1394,79,106,141,0,0.0,1.0,15,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,213,0
